Sequence ID,GC content,AT content,Melting temperature
lcl|NC_034972.1_cds_YP_009380519.1_1,39.76519916142557,60.23480083857442,33334.0
lcl|NC_034972.1_cds_YP_009380520.1_2,39.30888223552894,60.69111776447106,22334.0
lcl|NC_034972.1_cds_YP_009380521.1_3,39.6332446021887,60.3667553978113,9442.0
lcl|NC_034972.1_cds_YP_009380522.1_4,40.775193798449614,59.224806201550386,1816.0
lcl|NC_034972.1_cds_YP_009380523.1_5,34.177215189873415,65.82278481012658,635.9999999999999
lcl|NC_034972.1_cds_YP_009380524.1_6,44.712182061579654,55.287817938420346,2162.0
lcl|NC_034972.1_cds_YP_009380525.1_7,38.522954091816366,61.477045908183634,1388.0
lcl|NC_034972.1_cds_YP_009380526.1_8,46.75213675213675,53.24786324786325,3434.0
lcl|NC_034972.1_cds_YP_009380527.1_9,41.19496855345912,58.80503144654088,898.0
